timestamp,latency_ms
1762378683.1465044,5.977153778076172
1762378683.463713,5.462169647216797
1762378683.5461962,5.865335464477539
1762378683.6198895,4.444360733032227
1762378683.6883805,5.208492279052734
1762378683.755321,4.63104248046875
1762378683.8284452,14.674663543701172
1762378683.8915446,4.262447357177734
1762378683.958781,4.547119140625
1762378684.0264914,3.448486328125
1762378684.0939448,5.423069000244141
1762378684.1623993,5.0640106201171875
1762378684.2285378,4.073381423950195
1762378684.2923245,3.1404495239257812
1762378684.3572068,4.744529724121094
1762378684.4244874,3.753662109375
1762378684.48863,6.191492080688477
1762378684.560665,5.181550979614258
1762378684.627521,4.713535308837891
1762378684.6921816,3.1707286834716797
1762378684.7552483,4.088640213012695
1762378684.8206308,5.818367004394531
1762378684.8993042,13.92054557800293
1762378684.963567,4.250288009643555
1762378685.030867,5.531787872314453
1762378685.0965605,4.764795303344727
1762378685.1637366,3.1549930572509766
1762378685.2282062,3.5049915313720703
1762378685.2965336,4.13203239440918
1762378685.3644977,3.893613815307617
1762378685.43535,4.487037658691406
1762378685.5061653,4.707813262939453
1762378685.577546,4.856586456298828
1762378685.653954,5.64885139465332
1762378685.729422,4.48298454284668
1762378685.7986693,4.341363906860352
1762378685.8683844,6.112813949584961
1762378685.9606462,4.8656463623046875
1762378686.0498981,4.846096038818359
1762378686.127512,5.9146881103515625
1762378686.2037003,4.868745803833008
1762378686.2771585,4.503965377807617
1762378686.3534055,5.09953498840332
1762378686.4273217,4.893302917480469
1762378686.5033357,14.72330093383789
1762378686.5719333,5.732536315917969
1762378686.6421883,3.8940906524658203
1762378686.7147548,4.866361618041992
1762378686.83035,8.039712905883789
1762378686.9565403,7.4462890625
1762378687.0496507,6.955862045288086
1762378687.1431437,4.560947418212891
1762378687.2244766,4.388093948364258
1762378687.2965674,5.280256271362305
1762378687.3648274,4.205465316772461
1762378687.439941,5.006074905395508
1762378687.512394,5.038976669311523
1762378687.5806901,5.948781967163086
1762378687.6475437,4.997491836547852
1762378687.7155116,3.9310455322265625
1762378687.78849,5.101442337036133
1762378687.8575094,4.959583282470703
1762378687.9263816,5.70368766784668
1762378687.9947052,5.16057014465332
1762378688.0637226,4.231452941894531
1762378688.1298194,4.980564117431641
1762378688.1938555,4.701375961303711
1762378688.2632694,5.841255187988281
1762378688.3294873,4.713535308837891
1762378688.393326,4.295825958251953
1762378688.460534,5.019903182983398
1762378688.5284224,3.4914016723632812
1762378688.5952673,5.623817443847656
1762378688.6583576,4.052877426147461
1762378688.725714,4.732370376586914
1762378688.8023112,14.428377151489258
1762378688.8674176,3.973245620727539
1762378688.9356053,3.893136978149414
1762378689.0007324,4.86302375793457
1762378689.0645633,5.181312561035156
1762378689.1295652,3.9603710174560547
1762378689.1962447,4.158973693847656
1762378689.2606127,4.406213760375977
1762378689.3298194,4.97126579284668
1762378689.3976345,4.714250564575195
1762378689.4710674,3.673076629638672
1762378689.5443575,4.028081893920898
1762378689.6107054,4.25410270690918
1762378689.6812115,3.989696502685547
1762378689.7482324,4.492521286010742
1762378689.8173165,4.704713821411133
1762378689.8893952,5.84101676940918
1762378689.9588053,5.16963005065918
1762378690.0273767,5.22303581237793
1762378690.097555,4.306793212890625
1762378690.1648722,4.211664199829102
1762378690.2384706,5.666017532348633
1762378690.3048227,5.706548690795898
1762378690.3717303,4.489660263061523
1762378690.445489,4.387140274047852
1762378690.5203109,5.05518913269043
1762378690.58857,3.934621810913086
1762378690.6991029,6.20579719543457
1762378690.7664,3.921985626220703
1762378690.8345902,3.893613815307617
1762378690.9018598,6.044149398803711
1762378690.9707088,4.191875457763672
1762378691.038338,5.060672760009766
1762378691.1063385,3.23486328125
1762378691.1738677,5.66554069519043
1762378691.2443974,4.166603088378906
1762378691.3095872,5.413055419921875
1762378691.3781993,4.589557647705078
1762378691.450058,5.577802658081055
