timestamp,latency_ms,msg_size_bytes
1762625241.084989,1.0,70
1762625241.1361713,0.0,70
1762625241.1853418,0.97,70
1762625241.2360384,1.02,70
1762625241.2896156,1.05,70
1762625241.34397,1.03,70
1762625241.4001274,0.97,70
1762625241.4511323,0.0,70
1762625241.5049086,1.01,70
1762625241.5589643,0.0,70
1762625241.6131527,0.0,70
1762625241.6690452,0.0,70
1762625241.7219896,1.03,70
1762625241.7772582,1.03,70
1762625241.8276303,1.07,70
1762625241.8820384,1.01,70
1762625241.9373426,1.01,70
1762625241.991402,0.0,70
1762625242.0417345,0.0,70
1762625242.0951555,1.02,70
1762625242.1495028,0.0,70
1762625242.2040129,0.0,70
1762625242.2566144,0.0,70
1762625242.3104613,1.01,70
1762625242.3594909,0.0,70
1762625242.4111288,0.97,70
1762625242.461213,1.03,70
1762625242.5129845,0.0,70
1762625242.5629401,1.0,70
1762625242.6163073,0.97,70
1762625242.6678226,0.0,70
1762625242.717231,1.0,70
1762625242.7665746,0.0,70
1762625242.8161724,1.03,70
1762625242.865435,1.12,70
1762625242.9129686,1.51,70
1762625242.9696414,0.0,70
1762625243.035045,0.0,70
1762625243.0912387,0.99,70
1762625243.1413372,0.0,70
1762625243.1930845,1.0,70
1762625243.2429218,1.51,70
1762625243.2974539,0.0,70
1762625243.347116,0.0,70
1762625243.3989568,0.0,70
1762625243.4478006,0.0,70
1762625243.499199,1.02,70
1762625243.5529852,0.0,70
1762625243.604039,1.03,70
1762625243.6521406,0.0,70
1762625243.704185,0.0,70
1762625243.7533028,0.0,70
1762625243.8043206,1.03,70
1762625243.8542838,1.29,70
1762625243.9132466,0.0,70
1762625243.9649148,0.0,70
1762625244.01728,0.0,70
1762625244.0702684,0.99,70
1762625244.1249766,1.01,70
1762625244.1753402,1.02,70
1762625244.2342663,0.0,70
1762625244.281991,0.0,70
1762625244.3330038,0.0,70
1762625244.3810544,0.97,70
1762625244.4332595,0.0,70
1762625244.4849615,0.0,70
1762625244.5340905,0.0,70
1762625244.585361,0.0,70
1762625244.636237,0.0,70
1762625244.6839302,1.03,70
1762625244.736981,0.97,70
1762625244.7910175,0.0,70
1762625244.8402665,0.98,70
1762625244.8932173,1.51,70
1762625244.9516943,1.19,70
1762625245.008181,0.97,70
1762625245.0616875,0.0,70
1762625245.1196449,1.21,70
1762625245.1728592,0.0,70
1762625245.2252226,1.05,70
1762625245.2752955,0.0,70
1762625245.3251274,0.0,70
1762625245.3758168,0.0,70
1762625245.4284122,0.0,70
1762625245.4794285,1.14,70
1762625245.5315042,0.0,70
1762625245.5879607,0.97,70
1762625245.6432843,1.0,70
1762625245.6979356,0.0,70
1762625245.7483602,1.17,70
1762625245.8014097,0.0,70
1762625245.8508916,1.01,70
1762625245.901698,1.03,70
1762625245.9517636,0.0,70
1762625246.004082,0.0,70
1762625246.0550723,1.24,70
1762625246.1114469,0.0,70
1762625246.181716,0.0,70
1762625246.2410195,0.99,70
1762625246.2970023,0.0,70
1762625246.351453,0.99,70
1762625246.403024,1.0,70
