timestamp,latency_ms,msg_size_bytes
1762625314.10812,0.0,70
1762625314.1609604,0.0,70
1762625314.2149413,0.0,70
1762625314.2659662,0.98,70
1762625314.3173969,0.0,70
1762625314.369357,0.0,70
1762625314.4215345,0.0,70
1762625314.4752517,0.0,70
1762625314.5264032,0.0,70
1762625314.5788393,0.0,70
1762625314.6330178,0.0,70
1762625314.6862073,0.0,70
1762625314.7389789,0.0,70
1762625314.7919047,0.0,70
1762625314.8431947,0.0,70
1762625314.8973556,0.0,70
1762625314.954945,0.0,70
1762625315.0091014,0.0,70
1762625315.0648892,0.0,70
1762625315.1242893,0.0,70
1762625315.1804004,0.0,70
1762625315.2348256,0.0,70
1762625315.2858646,0.0,70
1762625315.3351092,0.0,70
1762625315.3875844,0.0,70
1762625315.4402332,0.0,70
1762625315.4940338,0.0,70
1762625315.5478709,1.01,70
1762625315.6013372,0.0,70
1762625315.6550002,0.0,70
1762625315.7073236,1.01,70
1762625315.763,0.0,70
1762625315.817907,0.0,70
1762625315.8713968,0.0,70
1762625315.9251654,1.01,70
1762625315.9791331,0.0,70
1762625316.0280118,0.0,70
1762625316.0798204,0.0,70
1762625316.1331356,1.01,70
1762625316.1862023,0.0,70
1762625316.2400534,0.0,70
1762625316.292992,0.0,70
1762625316.3468888,0.97,70
1762625316.3965123,0.0,70
1762625316.4474757,0.0,70
1762625316.499111,0.0,70
1762625316.5509722,0.0,70
1762625316.6020274,0.0,70
1762625316.6497607,0.0,70
1762625316.6993768,0.0,70
1762625316.7520118,1.01,70
1762625316.8032663,0.0,70
1762625316.8559613,0.0,70
1762625316.9082632,0.0,70
1762625316.9653459,0.0,70
1762625317.045208,0.0,70
1762625317.103056,0.0,70
1762625317.1577308,0.0,70
1762625317.212797,0.0,70
1762625317.2790458,0.0,70
1762625317.3475885,0.0,70
1762625317.422602,0.0,70
1762625317.507893,0.0,70
1762625317.5694022,0.0,70
1762625317.625191,0.0,70
1762625317.687211,0.0,70
1762625317.742955,1.0,70
1762625317.7939212,0.0,70
1762625317.845997,1.02,70
1762625317.900174,1.02,70
1762625317.953196,0.0,70
1762625318.0029237,0.0,70
1762625318.0548148,0.0,70
1762625318.1130009,0.0,70
1762625318.163045,0.0,70
1762625318.2132087,0.0,70
1762625318.2617764,0.99,70
1762625318.3112993,0.0,70
1762625318.3592222,0.0,70
1762625318.4080653,0.0,70
1762625318.4582307,0.0,70
1762625318.5090568,0.0,70
1762625318.558107,0.0,70
1762625318.6128411,0.0,70
1762625318.6700056,0.0,70
1762625318.7228103,0.0,70
1762625318.7730312,1.0,70
1762625318.8253307,0.0,70
1762625318.8760931,0.0,70
1762625318.9267404,0.0,70
1762625318.9780884,0.0,70
1762625319.0269868,0.0,70
1762625319.0748484,0.0,70
1762625319.1250887,0.0,70
1762625319.174263,0.0,70
1762625319.2265658,0.0,70
1762625319.2761493,0.0,70
1762625319.3241549,0.0,70
1762625319.374867,0.0,70
1762625319.4248936,1.0,70
1762625319.4738352,0.0,70
1762625319.5248818,0.0,70
1762625319.5750575,0.0,70
1762625319.6289783,0.0,70
1762625319.6783674,0.0,70
1762625319.728712,0.0,70
1762625319.7848566,0.0,70
1762625319.85577,0.0,70
1762625319.912961,0.0,70
1762625319.969575,0.0,70
1762625320.0230136,0.0,70
1762625320.0748608,0.0,70
1762625320.127114,0.0,70
1762625320.1830547,0.0,70
1762625320.2439384,0.0,70
1762625320.2992256,0.0,70
1762625320.3592005,0.0,70
1762625320.4118128,1.14,70
1762625320.4649029,0.0,70
1762625320.518021,0.0,70
1762625320.5702136,0.0,70
1762625320.6228633,0.0,70
1762625320.6780882,0.0,70
1762625320.727826,0.0,70
1762625320.7772534,0.0,70
1762625320.8329384,0.0,70
1762625320.8849423,0.0,70
1762625320.93722,0.0,70
1762625320.990983,0.0,70
1762625321.0439386,1.09,70
1762625321.095252,1.04,70
1762625321.151073,1.06,70
1762625321.207226,0.0,70
1762625321.2593188,0.0,70
1762625321.312892,0.0,70
1762625321.3650684,0.0,70
1762625321.4189053,0.98,70
1762625321.4689472,1.07,70
1762625321.519547,1.16,70
1762625321.572314,0.0,70
1762625321.62414,0.0,70
1762625321.6788106,0.0,70
1762625321.7338743,0.0,70
1762625321.7875834,0.97,70
1762625321.8410373,0.0,70
1762625321.8911026,0.0,70
1762625321.9439867,0.0,70
1762625321.994918,0.0,70
1762625322.0452375,1.08,70
1762625322.0954792,0.0,70
1762625322.1489415,0.0,70
1762625322.2032094,0.0,70
1762625322.258044,0.0,70
1762625322.314048,0.0,70
1762625322.3769205,0.0,70
1762625322.4430997,0.0,70
1762625322.5004573,1.04,70
1762625322.5587008,0.0,70
1762625322.6116788,0.0,70
1762625322.6659427,0.0,70
1762625322.716698,0.0,70
1762625322.7708285,0.0,70
1762625322.8208864,0.99,70
1762625322.8729384,0.0,70
1762625322.9239533,0.0,70
1762625322.9773252,0.0,70
1762625323.025956,0.0,70
1762625323.0761266,0.0,70
1762625323.1270432,0.0,70
1762625323.1739883,0.0,70
1762625323.227925,0.97,70
1762625323.2790985,0.0,70
1762625323.3301098,0.0,70
1762625323.3801744,1.01,70
1762625323.433058,0.0,70
1762625323.4828796,0.0,70
1762625323.534802,0.97,70
1762625323.586164,0.0,70
1762625323.6381762,0.0,70
1762625323.6915135,0.0,70
1762625323.7427893,0.51,70
1762625323.797276,0.0,70
1762625323.8502715,0.0,70
1762625323.9050887,0.0,70
1762625323.9585307,0.0,70
1762625324.0128274,0.0,70
1762625324.067561,0.0,70
1762625324.1188068,0.0,70
1762625324.1687663,0.0,70
1762625324.2195237,0.0,70
1762625324.2701359,0.97,70
1762625324.3238971,0.0,70
1762625324.377134,0.97,70
1762625324.4338944,0.0,70
1762625324.4928827,1.0,70
1762625324.5441587,0.0,70
1762625324.5969546,0.0,70
1762625324.6487873,0.0,70
1762625324.7029972,0.0,70
1762625324.7580655,0.0,70
1762625324.8079953,0.0,70
1762625324.858152,0.0,70
1762625324.9074101,0.0,69
1762625324.95725,1.02,70
1762625325.008125,0.0,70
1762625325.0570905,0.0,70
1762625325.1089654,0.0,70
1762625325.1580584,0.97,70
1762625325.2101872,0.0,70
1762625325.2628348,0.0,70
1762625325.315948,1.03,70
1762625325.3686767,0.0,70
1762625325.422987,0.0,70
1762625325.4720953,0.0,70
1762625325.523778,0.99,70
1762625325.5772412,0.0,70
1762625325.628852,0.0,70
1762625325.6794355,0.0,70
1762625325.7306263,0.97,70
1762625325.7815378,0.0,70
1762625325.8327715,0.0,70
1762625325.8839066,0.0,70
1762625325.9377582,0.0,70
1762625325.9886029,0.0,70
1762625326.0404234,0.0,70
1762625326.0913267,0.0,70
1762625326.1429694,0.0,70
1762625326.1911,0.97,70
1762625326.2416942,0.0,70
1762625326.2921274,0.0,70
1762625326.3410556,0.0,70
1762625326.3949883,0.0,70
1762625326.446023,0.0,70
1762625326.4970853,0.0,70
1762625326.5469224,0.0,70
1762625326.597932,0.0,70
1762625326.6491766,0.97,70
1762625326.7020776,0.0,70
1762625326.7539916,0.0,70
1762625326.8053162,0.0,70
1762625326.8575606,0.0,70
1762625326.9090908,0.0,70
1762625326.9605863,1.03,70
1762625327.0121677,0.0,70
1762625327.0639699,0.0,70
1762625327.116954,0.0,70
1762625327.169604,0.0,70
1762625327.2201495,0.0,70
1762625327.2712786,0.0,70
1762625327.32808,0.97,70
1762625327.391373,0.0,70
1762625327.4492064,0.0,70
1762625327.501718,0.0,70
1762625327.5540233,0.0,70
1762625327.6079779,0.0,70
1762625327.66414,0.0,70
1762625327.7206252,0.0,70
1762625327.775256,1.01,70
1762625327.8290765,0.0,70
1762625327.885158,0.0,70
1762625327.939081,0.0,70
1762625327.9930294,0.0,70
1762625328.044146,0.0,70
1762625328.0970964,0.0,70
1762625328.152925,0.0,70
1762625328.2031748,0.0,70
1762625328.255849,0.0,70
1762625328.3071508,0.0,70
1762625328.3568485,0.0,70
1762625328.4070213,0.0,70
1762625328.4569433,0.0,70
1762625328.5410554,0.0,70
1762625328.5929923,0.0,70
